ID_Tiket,Tanggal_Penerbangan,Rute,Jarak_km,Cuaca_Keberangkatan,Status_Penerbangan,Waktu_Delay_Menit,Kelas_Kabin,Akses_Lounge,Berat_Bagasi_kg,Harga_Tiket_IDR,Rating_Kepuasan
TKT-2650664,2025-07-07,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,27,1260000,8
TKT-8577767,2025-06-20,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,36,Business,Ya,23,504000,7
TKT-8507206,2025-08-12,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,10,144000,9
TKT-6971715,2026-02-18,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Economy,Tidak,13,1680000,9
TKT-8153348,2025-10-10,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,7
TKT-7605430,2025-07-05,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,18,1680000,9
TKT-3276171,2025-07-20,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,51,Economy,Tidak,7,360000,6
TKT-9266286,2025-09-29,Bali - Lombok (DPS-LOP),120,Hujan Sedang,On Time,0,Economy,Tidak,5,144000,9
TKT-2118189,2025-08-19,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,19,360000,8
TKT-4742770,2025-08-21,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,28,4116000,8
TKT-6963713,2026-03-17,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,27,504000,8
TKT-2407552,2025-10-20,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,12,360000,8
TKT-2965200,2025-11-20,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,9,144000,9
TKT-8020843,2025-07-22,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,21,504000,10
TKT-1027607,2025-12-18,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,9
TKT-4629807,2025-08-31,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,20,144000,8
TKT-6812234,2025-07-11,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,11,360000,7
TKT-6710436,2026-05-01,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,20,1176000,8
TKT-1894881,2025-05-23,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,15,1680000,7
TKT-9472602,2025-05-16,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,16,1680000,7
TKT-5830537,2026-03-27,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,124,Business,Ya,29,4116000,4
TKT-1215612,2025-10-27,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,On Time,0,Economy,Tidak,17,1176000,7
TKT-7692906,2025-09-22,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,First Class,Ya,49,1008000,9
TKT-4531509,2025-08-04,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,14,1176000,9
TKT-8423038,2025-09-17,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,9,360000,7
TKT-6584135,2025-09-23,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,53,First Class,Ya,45,11760000,9
TKT-9283023,2026-01-29,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,8
TKT-3219164,2025-11-05,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,30,5880000,9
TKT-1987974,2026-01-24,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,17,828000,7
TKT-7160988,2025-09-06,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,16,828000,8
TKT-9284628,2025-12-24,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,15,828000,7
TKT-8687216,2026-04-06,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,157,Economy,Tidak,8,1680000,2
TKT-1035767,2026-03-21,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,9
TKT-5015346,2026-02-17,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,20,4116000,10
TKT-6830019,2025-09-10,Jakarta - Medan (CGK-KNO),1400,Badai Petir,Cancelled,0,Economy,Tidak,5,1680000,3
TKT-1309980,2026-03-23,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,120,Economy,Tidak,17,360000,5
TKT-5847434,2026-01-11,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,6,360000,8
TKT-3370791,2025-06-08,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,7,144000,8
TKT-5505812,2025-11-12,Jakarta - Surabaya (CGK-SUB),690,Cerah,Delayed,143,Economy,Tidak,8,828000,2
TKT-9778223,2026-02-02,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,73,Economy,Tidak,5,144000,6
TKT-2527051,2026-02-22,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,15,144000,9
TKT-4644312,2025-06-20,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,17,144000,8
TKT-9929532,2026-04-03,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,11,828000,9
TKT-6095718,2025-06-12,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,18,1176000,7
TKT-1620682,2025-10-24,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,34,5880000,8
TKT-8428736,2025-11-30,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Delayed,158,Economy,Tidak,19,1680000,4
TKT-1269065,2025-05-07,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,13,360000,7
TKT-5956036,2026-01-22,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,72,Economy,Tidak,15,1176000,4
TKT-9253371,2025-09-29,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,111,Economy,Tidak,10,360000,4
TKT-6324124,2025-09-29,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,134,Economy,Tidak,5,360000,3
TKT-8072337,2025-10-28,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,70,Economy,Tidak,9,1680000,6
TKT-1696343,2025-05-11,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,15,1680000,8
TKT-7700848,2026-01-06,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,9
TKT-9777421,2026-04-24,Jakarta - Surabaya (CGK-SUB),690,Cerah,Delayed,94,Economy,Tidak,17,828000,6
TKT-7785155,2025-05-06,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,207,First Class,Ya,34,8232000,6
TKT-4378985,2025-05-31,Jakarta - Medan (CGK-KNO),1400,Badai Petir,Delayed,224,Business,Ya,22,5880000,4
TKT-5890345,2026-04-14,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,8,1176000,9
TKT-2042114,2025-11-03,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,7
TKT-2181776,2025-11-23,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,87,Business,Ya,27,5880000,6
TKT-2458978,2025-12-17,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,First Class,Ya,38,5796000,10
TKT-9245217,2025-06-06,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,8
TKT-3229324,2025-08-09,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,14,144000,7
TKT-8177344,2025-08-18,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,45,Economy,Tidak,6,1176000,7
TKT-9122891,2025-11-23,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,15,360000,7
TKT-4506076,2025-09-16,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,12,144000,8
TKT-8290500,2026-03-19,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Delayed,114,Economy,Tidak,7,828000,5
TKT-9527935,2025-12-16,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,7,144000,9
TKT-6738186,2025-07-30,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,18,144000,8
TKT-8953616,2025-08-25,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,16,1176000,9
TKT-9264470,2026-03-26,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,17,828000,7
TKT-2030156,2026-04-05,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,9
TKT-8157610,2025-11-18,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,11,144000,9
TKT-7416034,2025-09-02,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,35,2898000,9
TKT-6780595,2025-12-12,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,7
TKT-8240054,2025-11-04,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,31,Business,Ya,25,4116000,8
TKT-3998851,2025-10-19,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,8
TKT-6116231,2026-01-06,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,13,360000,7
TKT-8531979,2025-06-30,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,First Class,Ya,48,11760000,9
TKT-4040080,2026-02-08,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,14,1680000,9
TKT-9302637,2025-12-23,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,15,144000,8
TKT-8860178,2025-07-22,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,5,360000,7
TKT-9580581,2026-01-03,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,72,Business,Ya,21,1260000,6
TKT-9685662,2025-11-06,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,34,5880000,8
TKT-8820672,2025-06-22,Jakarta - Surabaya (CGK-SUB),690,Cerah,Delayed,98,Economy,Tidak,9,828000,6
TKT-3614517,2026-04-04,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,10,144000,8
TKT-9649690,2025-09-30,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,167,Business,Ya,29,5880000,5
TKT-8572886,2025-05-06,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,9
TKT-6156346,2026-02-10,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,10,360000,8
TKT-2427359,2025-09-02,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,19,360000,7
TKT-4550523,2025-08-28,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Business,Ya,25,5880000,8
TKT-5894982,2026-04-03,Surabaya - Bali (SUB-DPS),300,Badai Petir,Cancelled,0,Economy,Tidak,20,360000,1
TKT-7969110,2025-09-30,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,49,Economy,Tidak,8,1176000,7
TKT-9769803,2025-07-30,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,17,144000,9
TKT-9425658,2026-03-28,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,17,144000,7
TKT-5322370,2026-03-02,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,First Class,Ya,50,5796000,9
TKT-2719665,2025-09-14,Surabaya - Bali (SUB-DPS),300,Cerah,Delayed,171,Economy,Tidak,6,360000,4
TKT-3364632,2025-06-27,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,On Time,0,Economy,Tidak,16,360000,8
TKT-9434835,2025-07-04,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,15,1680000,7
TKT-5213339,2026-01-03,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,117,Business,Ya,27,4116000,6
TKT-6279603,2025-11-09,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,152,Business,Ya,23,5880000,3
TKT-2413398,2025-11-16,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Cancelled,0,Business,Ya,23,5880000,3
TKT-8921423,2025-09-14,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,5,360000,8
TKT-7563184,2026-03-17,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,8,144000,7
TKT-6408871,2025-11-08,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,14,1680000,7
TKT-1554725,2026-03-21,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,92,Economy,Tidak,10,1176000,6
TKT-7009017,2025-07-13,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,133,Economy,Tidak,7,1176000,3
TKT-1031253,2025-09-02,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,Delayed,150,Economy,Tidak,8,1680000,4
TKT-2123633,2026-04-14,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,7
TKT-8899199,2025-10-15,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Economy,Tidak,17,1680000,7
TKT-8274282,2025-08-22,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,First Class,Ya,37,11760000,10
TKT-9518783,2025-11-28,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,14,828000,9
TKT-4236090,2025-09-18,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,First Class,Ya,34,8232000,10
TKT-5941346,2026-02-23,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,20,5880000,9
TKT-5468716,2026-02-05,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,22,2898000,10
TKT-9108675,2025-09-27,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,30,1260000,8
TKT-3254692,2025-09-02,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,On Time,0,Economy,Tidak,11,1680000,9
TKT-1686830,2025-07-04,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,85,Economy,Tidak,11,1176000,6
TKT-6000729,2025-11-08,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,16,1176000,9
TKT-4984321,2026-04-18,Surabaya - Bali (SUB-DPS),300,Badai Petir,Delayed,227,Economy,Tidak,17,360000,4
TKT-5531367,2025-05-14,Jakarta - Bali (CGK-DPS),980,Cerah,Delayed,37,Economy,Tidak,15,1176000,8
TKT-4543742,2025-12-16,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,11,360000,7
TKT-3008515,2026-03-11,Jakarta - Surabaya (CGK-SUB),690,Cerah,Delayed,156,Economy,Tidak,10,828000,2
TKT-8952000,2026-03-25,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,9,1680000,9
TKT-4941694,2026-04-01,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,On Time,0,Economy,Tidak,6,1680000,9
TKT-6077272,2025-10-29,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,9,360000,7
TKT-9721525,2025-10-02,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,5,1680000,7
TKT-1302736,2025-10-04,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,26,4116000,10
TKT-9269511,2025-12-20,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,11,1680000,9
TKT-4295840,2025-10-27,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,6,828000,7
TKT-4004244,2026-01-13,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,First Class,Ya,30,11760000,10
TKT-9312364,2025-07-04,Jakarta - Medan (CGK-KNO),1400,Badai Petir,Cancelled,0,Business,Ya,20,5880000,2
TKT-2631889,2025-11-04,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,30,4116000,9
TKT-8557587,2025-11-16,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,14,144000,7
TKT-2646596,2026-01-24,Bali - Lombok (DPS-LOP),120,Badai Petir,Delayed,109,Economy,Tidak,11,144000,5
TKT-7717215,2025-10-15,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,22,504000,10
TKT-9512097,2026-03-29,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,31,1260000,8
TKT-4173163,2025-05-15,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,8
TKT-6443492,2025-08-02,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,9,1680000,8
TKT-1397739,2025-09-03,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,6,360000,7
TKT-7870505,2025-07-27,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Economy,Tidak,6,828000,8
TKT-9732572,2025-12-27,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,8
TKT-2972869,2025-05-17,Surabaya - Bali (SUB-DPS),300,Badai Petir,Delayed,116,First Class,Ya,48,2520000,7
TKT-7480854,2025-05-07,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,8,1680000,7
TKT-6107323,2025-11-03,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,13,1176000,9
TKT-5208348,2026-01-27,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,24,504000,10
TKT-5177637,2025-11-19,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Delayed,218,Economy,Tidak,10,1680000,3
TKT-5511898,2025-12-17,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Business,Ya,33,504000,8
TKT-1982410,2026-04-03,Jakarta - Bali (CGK-DPS),980,Badai Petir,Cancelled,0,Economy,Tidak,19,1176000,1
TKT-8236344,2025-08-24,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,13,1680000,7
TKT-1633910,2025-12-28,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,12,1176000,7
TKT-3071145,2026-02-27,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Business,Ya,33,5880000,8
TKT-2012468,2025-06-13,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,174,Economy,Tidak,7,360000,4
TKT-8629549,2025-10-03,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,5,1176000,7
TKT-5122787,2025-09-10,Jakarta - Makassar (CGK-UPG),1400,Hujan Sedang,On Time,0,Economy,Tidak,17,1680000,9
TKT-6157836,2025-08-20,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,26,2898000,9
TKT-1379599,2025-08-20,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,10,1176000,7
TKT-1228359,2025-08-16,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,15,144000,7
TKT-2152385,2025-08-10,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,On Time,0,Economy,Tidak,13,1680000,7
TKT-2439223,2026-02-03,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,19,360000,8
TKT-2334925,2025-10-27,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,149,Economy,Tidak,8,1176000,2
TKT-6639687,2025-11-13,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,176,Economy,Tidak,7,1680000,3
TKT-8116487,2025-06-21,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,16,1176000,7
TKT-6125195,2026-03-01,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,7
TKT-2001943,2025-08-05,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,25,2898000,10
TKT-6274064,2025-10-21,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,19,144000,7
TKT-6630516,2025-06-19,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,6,1176000,8
TKT-7371105,2025-11-01,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,First Class,Ya,33,2520000,10
TKT-4684369,2026-04-02,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,On Time,0,Economy,Tidak,9,828000,8
TKT-4102336,2025-11-29,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,18,1176000,8
TKT-3316819,2025-11-15,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,5,1176000,8
TKT-6130065,2026-04-08,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,9,144000,8
TKT-6897810,2026-01-31,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,19,1680000,9
TKT-6832785,2026-01-17,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Business,Ya,22,1260000,8
TKT-8503228,2026-02-09,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,Delayed,104,Economy,Tidak,17,1176000,5
TKT-2898887,2025-09-21,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,5,144000,7
TKT-3149778,2026-01-31,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,16,1176000,9
TKT-3388891,2025-12-12,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Business,Ya,35,4116000,8
TKT-2438025,2025-07-27,Jakarta - Surabaya (CGK-SUB),690,Badai Petir,Delayed,228,Economy,Tidak,9,828000,2
TKT-8913298,2025-10-10,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,22,5880000,9
TKT-2879138,2026-03-08,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,135,Economy,Tidak,6,1680000,3
TKT-7208788,2026-03-06,Jakarta - Makassar (CGK-UPG),1400,Badai Petir,Cancelled,0,Economy,Tidak,7,1680000,1
TKT-2970194,2025-08-25,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,6,360000,7
TKT-3184856,2025-12-02,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,162,Economy,Tidak,10,1680000,3
TKT-5791689,2025-08-03,Jakarta - Surabaya (CGK-SUB),690,Cerah,On Time,0,Business,Ya,30,2898000,10
TKT-9336013,2025-09-11,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,7,144000,8
TKT-2132443,2026-04-02,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,35,Economy,Tidak,19,1680000,8
TKT-5369497,2025-08-29,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,6,360000,7
TKT-4437473,2025-06-28,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,12,1680000,8
TKT-2958366,2025-09-13,Surabaya - Bali (SUB-DPS),300,Cerah,Delayed,103,Economy,Tidak,17,360000,6
TKT-8390876,2025-08-28,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,10,1176000,9
TKT-5893648,2025-08-13,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,18,144000,8
TKT-2717063,2025-06-15,Jakarta - Medan (CGK-KNO),1400,Hujan Sedang,Delayed,90,Economy,Tidak,12,1680000,6
TKT-6487694,2025-08-25,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,15,144000,8
TKT-8351538,2025-06-01,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,16,1680000,8
TKT-1927273,2025-09-21,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,6,1680000,8
TKT-9135842,2026-03-30,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,First Class,Ya,30,11760000,9
TKT-3942887,2025-07-09,Jakarta - Surabaya (CGK-SUB),690,Cerah,Delayed,56,Economy,Tidak,10,828000,7
TKT-3133694,2025-05-17,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,17,1176000,8
TKT-9356186,2026-03-13,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Business,Ya,25,5880000,9
TKT-6167954,2025-10-11,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,9,360000,9
TKT-3582502,2026-02-25,Jakarta - Surabaya (CGK-SUB),690,Hujan Sedang,Delayed,85,Economy,Tidak,9,828000,6
TKT-7808486,2025-07-17,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,18,1176000,8
TKT-5674026,2026-03-12,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,6,1176000,9
TKT-7273543,2026-02-07,Jakarta - Makassar (CGK-UPG),1400,Cerah,On Time,0,Economy,Tidak,12,1680000,8
TKT-6745716,2025-07-16,Jakarta - Bali (CGK-DPS),980,Cerah,On Time,0,Economy,Tidak,8,1176000,9
TKT-8087954,2026-05-05,Surabaya - Bali (SUB-DPS),300,Hujan Sedang,Delayed,79,Business,Ya,21,1260000,6
TKT-9721410,2025-11-15,Bali - Lombok (DPS-LOP),120,Cerah,On Time,0,Economy,Tidak,8,144000,9
TKT-2211148,2025-12-21,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,13,1680000,9
TKT-7296444,2025-08-03,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,93,Business,Ya,25,4116000,5
TKT-4128969,2025-12-31,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,18,360000,7
TKT-7313396,2026-03-03,Jakarta - Bali (CGK-DPS),980,Hujan Sedang,On Time,0,First Class,Ya,44,8232000,10
TKT-8221073,2025-08-11,Surabaya - Bali (SUB-DPS),300,Cerah,On Time,0,Economy,Tidak,5,360000,8
TKT-9309131,2026-04-19,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,84,Economy,Tidak,10,1680000,4
TKT-8831313,2026-02-21,Jakarta - Bali (CGK-DPS),980,Badai Petir,Delayed,100,Economy,Tidak,10,1176000,4
TKT-9164434,2025-10-13,Jakarta - Medan (CGK-KNO),1400,Cerah,Delayed,115,Business,Ya,26,5880000,7
TKT-8904942,2025-05-17,Jakarta - Medan (CGK-KNO),1400,Cerah,On Time,0,Economy,Tidak,20,1680000,8
TKT-2069379,2026-03-13,Bali - Lombok (DPS-LOP),120,Hujan Sedang,Delayed,84,Business,Ya,21,504000,5
